id,name,description,xrefs,parents
CL_0002311,mammotroph,An acidophilic cell of the anterior pituitary that produces prolactin.,FMA:83096,CL:0000439|CL:0000638
CL_0002312,somatotroph,"An acidophilic cell of the anterior pituitary that produces growth hormone, somatotropin.",FMA:83095|MESH:D052683,CL:0000295|CL:0000638
CL_0002313,endocrine-paracrine cell of prostate gland,An ecto-epithelial cell of the prostate gland that secretes hormones.,CALOHA:TS-1280|FMA:74390|FMA:86774,BFO:0000050 some UBERON:0002367|CL:0000150|CL:0002159|RO:0002215 some GO:0046879
CL_0002314,external supporting cell of vestibular epithelium,"An auditory epithelial support cell located in the vestibular epithelium that has many hallmarks of glial cells. This cell type express glial markers such as vimentin, S100, glutamate-aspartate transporter, low affinity neurotrophin receptor p75, glial fibrillary acidic protein, and proteolipid protein.",FMA:75809,CL:0002316
CL_0002315,supporting cell of cochlea,An epithelial supporting cell located in the cochlea.,FMA:79796,BFO:0000050 some UBERON:0001844|CL:0001035|CL:0005014
CL_0002316,supporting cell of vestibular epithelium,A supporting cell of the vestibular epithelium.,FMA:75607,BFO:0000050 some UBERON:0001862|CL:0005014
CL_0002317,external limiting cell of vestibular epithelium,An external limiting cell found in the vestibular epithelium.,FMA:75808,CL:0002316
CL_0002318,peripheral blood mesothelial cell,A mesothelial cell capable of circulating in the blood by first losing its squamous character. This cell can incorporate into the regenerating mesothelium.,FMA:86712,CARO:0000000|CL:0000081|RO:0002202 some CL:0000077
CL_0002319,neural cell,A cell that is part of the nervous system.,CALOHA:TS-2040|FMA:70333,BFO:0000004|BFO:0000050 some UBERON:0001016|CL:0000548|CL:0002371
CL_0002320,connective tissue cell,"A cell of the supporting or framework tissue of the body, arising chiefly from the embryonic mesoderm and including adipose tissue, cartilage, and bone.",CALOHA:TS-2096|FMA:63875|MESH:D003239,BFO:0000004|BFO:0000050 some UBERON:0002384|CL:0000548|CL:0002371
CL_0002321,embryonic cell (metazoa),A cell of the embryo.,CALOHA:TS-0263|FMA:82840|FMA:82841|WBbt:0007028,CL:0000548
CL_0002322,embryonic stem cell,A stem cell of embryonic origin.,BTO:0001086|CALOHA:TS-0263|FMA:82841|MESH:D053595,CL:0000034|CL:0002321
CL_0002323,amniocyte,"A cell of a fetus which is suspended in the amniotic fluid. Amniocytes are considered to arise from several tissues including fetal skin, the fetal urinary tract, umbilical cord, and the inner amniotic surface.",BTO:0000066,BFO:0000040|CL:0000349|RO:0001025 some UBERON:0000173
CL_0002324,myoepithelial cell of mammary gland,A myoepithelial cell that surrounds milk-secreting luminal epithelial cells. This cell type contracts under the stimulation of oxytocin and is attached to the basement membrane by hemidesmosomes and to the adjacent luminal cells by desmosomes. This cell type expresses high level of keratin-14 and is estrogen receptor alpha negative.,CALOHA:TS-2378|FMA:67800,CL:0000185|CL:0002327
CL_0002325,mammary alveolar cell,The milk-producing cell of the alveolar unit that emerges during pregnancy.,FMA:74506|FMA:79866,BFO:0000050 some UBERON:0003214|CL:0000314|CL:0002159|CL:1001586
CL_0002326,luminal epithelial cell of mammary gland,A mammary epithelial cell that occurs in the lumen of the ductal and alveoli structure in the breast.,FMA:73280,CARO:0000000|CL:0000069|CL:0002327|RO:0002202 some CL:0009116
CL_0002327,mammary gland epithelial cell,An epithelial cell of the mammary gland.,BTO:0004300,BFO:0000050 some UBERON:0001911|CL:0000066|CL:0002371
CL_0002328,bronchial epithelial cell,An epithelial cell of the bronchus.,BTO:0002922,BFO:0000050 some UBERON:0002031|CL:0002202
CL_0002329,basal epithelial cell of tracheobronchial tree,An epithelial cell type that lacks the columnar shape typical for other respiratory epithelial cells. This cell type is able to differentiate into other respiratory epithelial cells in response to injury.,,CL:0002202
CL_0002330,undifferentiated cell of bronchus epithelium,An undifferentiated columnar cell of the bronchus epithelium,,CL:0002328
CL_0002331,,,,
CL_0002332,ciliated cell of the bronchus,A ciliated cell of the bronchus.,,CL:0002145|CL:0002328
CL_0002333,neural crest derived fat cell,A fat cell derived from a neural crest cell.,,CL:0000136|RO:0002202 some CL:0000005
CL_0002334,preadipocyte,An undifferentiated fibroblast that can be stimulated to form a fat cell.,BTO:0001107,CL:0000057
CL_0002335,brown preadipocyte,"A preadipocyte that is capable of differentiating into a brown adipocyte. This cell type expresses uncoupling protein-1, PPAR-gamma, PR-domain-containing 16; and PGC-1alpha (peroxisome proliferator-activated receptor-gamma (PPARgamma) coactivator-1alpha).",,CL:0002334
CL_0002336,buccal mucosa cell,"An endothelial cell that lines the oral cavitiy including the mucosa of the gums, the palate, the lip, and the cheek.",,CL:0002261
CL_0002337,keratinocyte stem cell,A stem cell located in the bulge of the hair follicle that can give rise to regenerate the new follicle with each hair cycle and to reepithelialize the epidermis during wound repair.,,CL:0000048|CL:0000312|CL:0011026
CL_0002338,"CD56-positive, CD161-positive immature natural killer cell, human","A natural killer cell that is developmentally immature, has the phenotype CD34-negative, CD56-positive, CD117-positive, CD122-positive,and CD161-positive.",,CARO:0000006|CL:0000823|RO:0002104 some PR:000001024|RO:0002104 some PR:000001381|RO:0002104 some PR:000001874|RO:0002104 some PR:000002065|RO:0002162 some NCBITaxon:9606|RO:0002202 some CL:0002344|obo:cl#lacks_plasma_membrane_part some PR:000001003
CL_0002339,prostate stem cell,"A prostate epithelial cell that is CD133-positive, CD44-positive, integrin A2beta3-high. This cell is a stem cell for the prostate epithelium.",,CL:0000048|CL:0002341
CL_0002340,luminal cell of prostate epithelium,"The exocrine cell of the prostate, this epithelial cell secretes prostatic acid phosphotase and PSA, and is dependent on androgen hormones for survival.",,CL:0002231
CL_0002341,basal cell of prostate epithelium,An undifferentiated cell of the prostate epithelium that lacks secretory activity.,,CL:0002231
CL_0002342,circulating endothelial cell,"A circulating endothelial cell of the phenotype CD146-positive, CD105-positive, CD45-negative. This cell type is indicative of recent vascular damage.",,CL:0000115
CL_0002343,"decidual natural killer cell, human","A natural killer cell subset that is found in the decidual of the uterus and is CD56-high, Galectin-1-positive and CD16-negative. This cell type represents the most abundant immune cell type in the decidual during the first trimester of pregnancy.",,CARO:0000006|CL:0000824|RO:0002104 some PR:000009766|RO:0002162 some NCBITaxon:9606|RO:0015015 some PR:000001024|obo:cl#lacks_plasma_membrane_part some PR:000001483
CL_0002344,"CD56-negative, CD161-positive immature natural killer cell, human","A natural killer cell that is developmentally immature, has the phenotype CD34-negative, CD56-negative, CD117-positive, CD122-positive,and CD161-positive.",,CARO:0000006|CL:0000823|RO:0002104 some PR:000001381|RO:0002104 some PR:000001874|RO:0002104 some PR:000002065|RO:0002162 some NCBITaxon:9606|obo:cl#lacks_plasma_membrane_part some PR:000001003|obo:cl#lacks_plasma_membrane_part some PR:000001024
CL_0002345,"CD27-low, CD11b-low immature natural killer cell, mouse","An immature natural killer cell that is NK1.1-positive, DX5-positive, Ly49-positive, CD27-low and CD11b-low. This cell type is found in high numbers in the liver.",,CARO:0000006|CL:0000823|RO:0002104 some PR:000001008|RO:0002104 some PR:000002977|RO:0002104 some PR:000009616|RO:0002162 some NCBITaxon:10090|RO:0002202 some CL:0002346|RO:0015016 some PR:000001012|RO:0015016 some PR:000001963
CL_0002346,"Dx5-negative, NK1.1-positive immature natural killer cell, mouse",An immature natural killer cell that is NK1.1-positive and DX-5 negative.,,CARO:0000006|CL:0000823|RO:0002104 some PR:000002977|RO:0002162 some NCBITaxon:10090|obo:cl#lacks_plasma_membrane_part some PR:000001008
CL_0002347,"CD27-high, CD11b-high natural killer cell, mouse",A mature natural killer cell that is CD27-high and CD11b-high. This cell type is capable of interferon-gamma secretion.,,CARO:0000006|CL:0000824|RO:0002162 some NCBITaxon:10090|RO:0002202 some CL:0002349|RO:0015015 some PR:000001012|RO:0015015 some PR:000001963
CL_0002348,"CD27-low, CD11b-high natural killer cell, mouse","A CD27-low, CD11b-high natural killer cell that has a higher threshold of activation due to higher expression of inhibitory receptors.",,CARO:0000006|CL:0000824|RO:0002162 some NCBITaxon:10090|RO:0002202 some CL:0002347|RO:0015015 some PR:000001012|RO:0015016 some PR:000001963
CL_0002349,"CD27-high, CD11b-low natural killer cell, mouse",A natural killer cell that is CD27-high and CD11b-low.,,CARO:0000006|CL:0000824|RO:0002162 some NCBITaxon:10090|RO:0002202 some CL:0002345|RO:0015015 some PR:000001963|RO:0015016 some PR:000001012
CL_0002350,endocardial cell,"An endothelial cell that lines the intracavitary lumen of the heart, separating the circulating blood from the underlying myocardium. This cell type releases a number of vasoactive substances including prostacyclin, nitrous oxide and endothelin.",FMA:75621,BFO:0000050 some UBERON:0002165|CL:0010008
CL_0002351,progenitor cell of endocrine pancreas,"A progenitor cell that is able to differentiate into the pancreas alpha, beta and delta endocrine cells. This cell type expresses neurogenin-3 and Isl-1.",,CL:0011026
CL_0002352,gestational hematopoietic stem cell,A hematopoietic stem cell that exists during embryogenesis.,,BFO:0000050 some UBERON:0000922|CL:0000037
CL_0002353,fetal liver hematopoietic progenitor cell,"A hematopoietic stem cell that resides in the fetal liver. In mice, this cell type is first observed at E10.5. This cell type is MHC-positive, HSA-positive, AA4.1-positive, CD45-positive, Sca-1 positive, CD150-positive, CD48-negative and CD244-negative.",,BFO:0000050 some UBERON:0002107|CARO:0000006|CL:0002352|RO:0002104 some GO:0042611|RO:0002104 some PR:000001006|RO:0002104 some PR:000001833|RO:0002104 some PR:000001932|RO:0002104 some PR:000002037|RO:0002104 some PR:000002979|obo:cl#lacks_plasma_membrane_part some PR:000001308|obo:cl#lacks_plasma_membrane_part some PR:000001896
CL_0002354,yolk sac hematopoietic stem cell,"A hematopoietic stem found in the yolk sac. In mice, this cell type is Sca-1-negative, CD45-negative, MHC-negative, HSA-positive, AA4.1-positive, CD44-positive.",,BFO:0000050 some UBERON:0001040|CARO:0000006|CL:0002352|RO:0002104 some PR:000001307|RO:0002104 some PR:000001932|RO:0002104 some PR:000002037|obo:cl#lacks_plasma_membrane_part some GO:0042611|obo:cl#lacks_plasma_membrane_part some PR:000001006|obo:cl#lacks_plasma_membrane_part some PR:000002979
CL_0002355,primitive red blood cell,"A large nucleated basophilic erythrocyte found in mammalian embryos. This cell type arises from the blood islands of yolk sacs and expresses different types of hemoglobins (beta-H1, gamma-1 and zeta) than adult erythrocytes. Considered a type of erythroblast as this cell type can enucleate in circulation.",,BFO:0000050 some UBERON:0000922|BFO:0000051 some PR:000008467|BFO:0000051 some PR:000008857|CL:0002417|RO:0000053 some PATO:0000586|RO:0002202 some CL:0002361
CL_0002356,primitive reticulocyte,A primitive erythrocyte that has undergone enucleation. This cell type is 3-6 fold bigger than the fetal derived erythrocytes that they co-circulate with during fetal development. Expresses epsilon-gamma hemoglobin chains.,,CL:0002417|RO:0000053 some PATO:0000586|RO:0002202 some CL:0002355
CL_0002357,fetal derived definitive erythrocyte,A fetal liver derived enucleated erythrocyte. This erythrocyte resembles adult erythrocytes in that they are small (3- to 6- times smaller than primitive erythrocytes) and produce adult hemaglobins.,,BFO:0000050 some UBERON:0000922|BFO:0000051 some PR:000008857|CL:0000595|RO:0002202 some CL:0002353
CL_0002358,pyrenocyte,"Derived from the Greek word pyren (the pit of a stone fruit), this is a transient nucleated cell type that results from exclusion of the nucleus from the primitive erythrocyte.",,CL:0002417|RO:0000053 some PATO:0000587|RO:0002202 some CL:0002355
