id,name,description,xrefs
0002293,epithelial cell of thymus,"An epithelial cell of the thymus. Epithelial reticular cells are pleomorphic, stellate, non-phagocytic cells which seem to be supportive in function and are held together by desmosomes. They replace the fibroblastoid reticular cells found in other lymphoid organs. Other epithelial cells in the medulla have the ultrastructure of secretory cells. Although different epithelial cells throughout the thymus appear alike by light microscopy their ultrastructure and function varies.",CALOHA:TS-1040|FMA:72208
0002294,type-1 epithelial cell of thymus,An epithelial cell with a well defined Golgi apparatus that makes up the continuous layer of cells bordering the thymic tissue beneath the capsule.,FMA:72209
0002295,type-6 epithelial cell of thymus,"A thymic epithelial cell that has an eccentric, round, or irregularly shaped hetero or euchromatic nucleus. The hallmark of this cell type is the presence of vacuoles, which are clustered in one area of the cytoplasm in the vicinity of the nucleus. The vacuoles are small and acquire a grape-like form, occasionally showing delicate internal microvillous projections.",FMA:72214
0002296,type-4 epithelial cell of thymus,An epithelial cell with high nuclear and cytoplasmic electron-density. This cell type is found in the deeper portions of the cortex but is more abundant in the medulla of the thymus.,FMA:72212
0002297,type-3 epithelial cell of thymus,"A thymic epithelial cell with moderate nuclear and cytoplasmic electron-density. Scattered in the cortex, this cell type is predominant in the mid and deep cortex.",FMA:72211
0002298,type-5 epithelial cell of thymus,"A thymic epithelial cell type with low nuclear and cytoplasmic electrondensity; has a round, euchromatic nucleus and occurs in small groups at the corticomedullary junction or scattered singly in the medulla.",FMA:72213
0002299,type-2 epithelial cell of thymus,"An epithelial cell scattered in the cortex, predominant in the outer cortex with a large pale nucleus and a prominent nucleolus.",FMA:72210
0002300,type-7 epithelial cell of thymus,"A small medullary thymic epithelial cell with a spindle shape, often arranged in groups and connected to each other by large desmosomes and interdigitations. The cytoplasm is sparse, with scanty organelles and thick bundles of cytokeratin.",
0002301,type B synovial cell,"A resident stromal cell located in the synovial membrane and responsible for the production of immune-related cytokines and chemokines. This cell type secretes glycoproteins and hyaluronic acid, has abundant granular endoplasmic reticulum, but contains fewer vacuoles and vesicles.",BTO:0003652|FMA:66788
0002302,type A synovial cell,"A synovial cell that is macrophage-like, characterized by surface ruffles or lamellipodia, plasma membrane invaginations and associated micropinocytotic vesicles, Golgi apparatus and little granular endoplasmic reticulum.",FMA:66787
0002303,pigmented ciliary epithelial cell,"A ciliated epithelial cell of the retina, this cell type uptakes sodium chloride and passes it to non-pigmented ciliary epithelial cells.",FMA:70606
0002304,non-pigmented ciliary epithelial cell,A multi-ciliated cell of the retina that lacks visual pigment and contributes to aqueous humor by secreting chloride ions. This cell type maintains gap junctions with pigmented epithelial cells.,FMA:70607
0002305,epithelial cell of distal tubule,"An epithelial cell of the distal convoluted tubule of the kidney that helps regulate systemic levels of potassium, sodium, calcium, and pH.",FMA:62125|FMA:70981|KUPO:0001055
0002306,epithelial cell of proximal tubule,An epithelial cell of the proximal tubule of the kidney.,FMA:62125|FMA:70973|KUPO:0001044
0002307,brush border cell of the proximal tubule,A brush border epithelial cell located in the proximal tubule of the kidney that detects fluid flow.,
0002308,epithelial cell of skin gland,An epithelial cell of a skin gland.,FMA:70657
0002309,corticotroph,"A basophil chromphil cell of the anterior pitiutary gland that produce adrenocorticotropic hormone, melanocyte-stimulating hormone and lipotropin. This cell type is irregular in shape and has short dendritic processes which are inserted among other neighboring cells;",BTO:0002509|FMA:83098|MESH:D052680
0002310,mammosomatotroph,An acidophil cell of the anterior pitiuatry gland that produces both prolactin and growth hormone.,FMA:83097
0002311,mammotroph,An acidophilic cell of the anterior pituitary that produces prolactin.,FMA:83096
0002312,somatotroph,"An acidophilic cell of the anterior pituitary that produces growth hormone, somatotropin.",FMA:83095|MESH:D052683
0002313,endocrine-paracrine cell of prostate gland,An ecto-epithelial cell of the prostate gland that secretes hormones.,CALOHA:TS-1280|FMA:74390|FMA:86774
0002314,external supporting cell of vestibular epithelium,"An auditory epithelial support cell located in the vestibular epithelium that has many hallmarks of glial cells. This cell type express glial markers such as vimentin, S100, glutamate-aspartate transporter, low affinity neurotrophin receptor p75, glial fibrillary acidic protein, and proteolipid protein.",FMA:75809
0002315,supporting cell of cochlea,An epithelial supporting cell located in the cochlea.,FMA:79796
0002316,supporting cell of vestibular epithelium,A supporting cell of the vestibular epithelium.,FMA:75607
0002317,external limiting cell of vestibular epithelium,An external limiting cell found in the vestibular epithelium.,FMA:75808
0002318,peripheral blood mesothelial cell,A mesothelial cell capable of circulating in the blood by first losing its squamous character. This cell can incorporate into the regenerating mesothelium.,FMA:86712
0002319,neural cell,A cell that is part of the nervous system.,CALOHA:TS-2040|FMA:70333
0002320,connective tissue cell,"A cell of the supporting or framework tissue of the body, arising chiefly from the embryonic mesoderm and including adipose tissue, cartilage, and bone.",CALOHA:TS-2096|FMA:63875|MESH:D003239
0002321,embryonic cell (metazoa),A cell of the embryo.,CALOHA:TS-0263|FMA:82840|FMA:82841|WBbt:0007028
0002322,embryonic stem cell,A stem cell of embryonic origin.,BTO:0001086|CALOHA:TS-0263|FMA:82841|MESH:D053595
0002323,amniocyte,"A cell of a fetus which is suspended in the amniotic fluid. Amniocytes are considered to arise from several tissues including fetal skin, the fetal urinary tract, umbilical cord, and the inner amniotic surface.",BTO:0000066
0002324,myoepithelial cell of mammary gland,A myoepithelial cell that surrounds milk-secreting luminal epithelial cells. This cell type contracts under the stimulation of oxytocin and is attached to the basement membrane by hemidesmosomes and to the adjacent luminal cells by desmosomes. This cell type expresses high level of keratin-14 and is estrogen receptor alpha negative.,CALOHA:TS-2378|FMA:67800
0002325,mammary alveolar cell,The milk-producing cell of the alveolar unit that emerges during pregnancy.,FMA:74506|FMA:79866
0002326,luminal epithelial cell of mammary gland,A mammary epithelial cell that occurs in the lumen of the ductal and alveoli structure in the breast.,FMA:73280
0002327,mammary gland epithelial cell,An epithelial cell of the mammary gland.,BTO:0004300
0002328,bronchial epithelial cell,An epithelial cell of the bronchus.,BTO:0002922
0002329,basal epithelial cell of tracheobronchial tree,An epithelial cell type that lacks the columnar shape typical for other respiratory epithelial cells. This cell type is able to differentiate into other respiratory epithelial cells in response to injury.,
0002330,undifferentiated cell of bronchus epithelium,An undifferentiated columnar cell of the bronchus epithelium,
0002332,ciliated cell of the bronchus,A ciliated cell of the bronchus.,
0002333,neural crest derived fat cell,A fat cell derived from a neural crest cell.,
0002334,preadipocyte,An undifferentiated fibroblast that can be stimulated to form a fat cell.,BTO:0001107
0002335,brown preadipocyte,"A preadipocyte that is capable of differentiating into a brown adipocyte. This cell type expresses uncoupling protein-1, PPAR-gamma, PR-domain-containing 16; and PGC-1alpha (peroxisome proliferator-activated receptor-gamma (PPARgamma) coactivator-1alpha).",
0002336,buccal mucosa cell,"An endothelial cell that lines the oral cavitiy including the mucosa of the gums, the palate, the lip, and the cheek.",
0002337,keratinocyte stem cell,A stem cell located in the bulge of the hair follicle that can give rise to regenerate the new follicle with each hair cycle and to reepithelialize the epidermis during wound repair.,
0002338,"CD56-positive, CD161-positive immature natural killer cell, human","A natural killer cell that is developmentally immature, has the phenotype CD34-negative, CD56-positive, CD117-positive, CD122-positive,and CD161-positive.",
0002339,prostate stem cell,"A prostate epithelial cell that is CD133-positive, CD44-positive, integrin A2beta3-high. This cell is a stem cell for the prostate epithelium.",
0002340,luminal cell of prostate epithelium,"The exocrine cell of the prostate, this epithelial cell secretes prostatic acid phosphotase and PSA, and is dependent on androgen hormones for survival.",
0002341,basal cell of prostate epithelium,An undifferentiated cell of the prostate epithelium that lacks secretory activity.,
0002342,circulating endothelial cell,"A circulating endothelial cell of the phenotype CD146-positive, CD105-positive, CD45-negative. This cell type is indicative of recent vascular damage.",
0002343,"decidual natural killer cell, human","A natural killer cell subset that is found in the decidual of the uterus and is CD56-high, Galectin-1-positive and CD16-negative. This cell type represents the most abundant immune cell type in the decidual during the first trimester of pregnancy.",
0002344,"CD56-negative, CD161-positive immature natural killer cell, human","A natural killer cell that is developmentally immature, has the phenotype CD34-negative, CD56-negative, CD117-positive, CD122-positive,and CD161-positive.",
